...1,airt,rh,parr,bar,datetime_posx,Tree,DATE,H2O,CO2,CH4,ERROR,ERROR_comment,REMARK_LENGTH,PLOT,SPECIES,DBH,OLD_TAG,MEAN_DEPTH,vol_system,nmol,surfarea,CO2_r2,CH4_r2,CO2_SE,CH4_SE,CO2_flux_umolpm2ps,CH4_flux_nmolpm2ps,year,jday,UniqueID,qa_check,date,location,days_since_last,new_round,sampling_round,species_label
511,24.7,60,1916,1020,2023-06-30T10:50:00Z,678,NA,NA,NA,NA,NA,NA,NA,E1,hem,18.16,NA,NA,NA,NA,NA,0.999055619256732,0.0026435540000000002,1.13233269281414e-5,3.10485597772707e-8,0.861924591307372,0.00374097057112789,2023,181,678-1,good,2023-06-30,Upland,0,FALSE,1,T. canadensis
512,25.2,56,1917,1020,2023-06-30T11:02:00Z,677,NA,NA,NA,NA,NA,NA,NA,E1,hem,31.4,NA,NA,NA,NA,NA,0.999294184134173,0.06290038,1.00603630817003e-5,2.79693715809187e-8,1.02402336836106,0.0196025108021606,2023,181,677-1,good,2023-06-30,Upland,0,FALSE,1,T. canadensis
513,25.4,50,1949,1020,2023-06-30T11:28:00Z,933,NA,NA,NA,NA,NA,NA,NA,F1,rm,21.9,NA,NA,NA,NA,NA,0.999282582971011,0.625636653761112,1.66500849012232e-5,4.41968310487811e-8,1.45428231854143,0.13371481145185,2023,181,933-1,good,2023-06-30,Upland,0,FALSE,1,A. rubrum
514,25.4,49,1911,1020,2023-06-30T11:40:00Z,236,NA,NA,NA,NA,NA,NA,NA,F1,hem,17.21,NA,NA,NA,NA,NA,0.999487237,0.28317930295477,1.06726870430115e-5,1.31771232748126e-8,1.49539443563593,0.026284383332963,2023,181,236-1,good,2023-06-30,Upland,0,FALSE,1,T. canadensis
515,25.9,68,1663,1017,2023-07-05T09:26:00Z,380,NA,NA,NA,NA,NA,NA,NA,C2,rm,21.72,NA,NA,NA,NA,NA,0.998485907185639,0.945938257180719,1.8001195095426e-5,3.89911445859865e-8,1.08185738118537,0.3817036485935,2023,186,380-1,good,2023-07-05,Upland,5,FALSE,1,A. rubrum
516,26.2,66,1730,1017,2023-07-05T09:44:00Z,386,NA,NA,NA,NA,NA,NA,NA,C2,ro,42.74,NA,NA,NA,NA,NA,0.998901973891995,0.07935375,1.32116301056368e-5,3.61783998887489e-8,1.00730005182516,0.026849365988262403,2023,186,386-1,good,2023-07-05,Upland,0,FALSE,1,Q. rubra
517,26.6,64,1794,1017,2023-07-05T09:59:00Z,583,NA,NA,NA,NA,NA,NA,NA,D2,rm,22.11,NA,NA,NA,NA,NA,0.999638052,0.610140771153808,1.01438304642609e-5,1.53665184871991e-8,1.61332241058585,0.0581778335476282,2023,186,583-1,good,2023-07-05,Upland,0,FALSE,1,A. rubrum
518,27.1,63,1834,1017,2023-07-05T10:16:00Z,288,NA,NA,NA,NA,NA,NA,NA,D2,hem,24.94,NA,NA,NA,NA,NA,0.999563406899458,0.505586656912104,7.84592501861562e-6,1.56267370625244e-8,1.13519594803293,0.0477838297017191,2023,186,288-1,good,2023-07-05,Upland,0,FALSE,1,T. canadensis
519,27.6,57,1905,1017,2023-07-05T10:38:00Z,529,NA,NA,NA,NA,NA,NA,NA,D1,rm,26.17,NA,NA,NA,NA,NA,0.990183595687365,0.397615881834448,2.95106603478935e-5,3.85499919650452e-8,0.749217513,0.0791711119648429,2023,186,529-1,good,2023-07-05,Upland,0,FALSE,1,A. rubrum
520,27.8,56,1564,1017,2023-07-05T11:10:00Z,351,NA,NA,NA,NA,NA,NA,NA,C1,hem,27.31,NA,NA,NA,NA,NA,0.998868065,0.002521104,1.35026753594064e-5,3.56422168767587e-8,1.01393599571428,0.00452955520240205,2023,186,351-1,good,2023-07-05,Upland,0,FALSE,1,T. canadensis
521,28.5,57,1832,1017,2023-07-05T11:28:00Z,217,NA,NA,NA,NA,NA,NA,NA,C1,hem,35.65,NA,NA,NA,NA,NA,0.993399661871963,0.16929047480515,2.10599771496247e-5,5.01223520186667e-8,0.604659332650523,0.0529537915864311,2023,186,217-1,good,2023-07-05,Upland,0,FALSE,1,T. canadensis
522,26.4,69,1832,1014,2023-07-07T10:08:00Z,429,NA,NA,NA,NA,NA,NA,NA,BGS,hem,18.5,NA,NA,NA,NA,NA,0.999424976,0.263315548679023,2.22200469972095e-5,6.93287563117457e-8,2.34166365164115,0.10477514197314,2023,188,16-2,good,2023-07-07,Wetland,2,FALSE,1,T. canadensis
523,26.4,69,1832,1014,2023-07-07T10:15:00Z,431,NA,NA,NA,NA,NA,NA,NA,BGS,bg,16.9,NA,NA,NA,NA,NA,0.979889641127824,0.717800035817887,2.54069703216138e-5,2.67590137514601e-8,0.587790895334508,0.14144404408684,2023,188,18-1,good,2023-07-07,Wetland,0,FALSE,1,N. sylvatica
524,26.8,69,1862,1014,2023-07-07T10:28:30Z,443,NA,NA,NA,NA,NA,NA,NA,BGS,bg,24.7,NA,NA,NA,NA,NA,0.99065204240933,0.88553666298791,2.95535768898365e-5,5.57413989074728e-8,0.873644204495497,0.44521550596157,2023,188,20-1,good,2023-07-07,Wetland,0,FALSE,1,N. sylvatica
525,26.8,69,1862,1014,2023-07-07T10:36:30Z,444,NA,NA,NA,NA,NA,NA,NA,BGS,bg,25.2,NA,NA,NA,NA,NA,0.997885383091885,0.995686542381588,2.72450429924511e-5,3.49714182162356e-8,1.9615675998636,1.760975,2023,188,19-1,good,2023-07-07,Wetland,0,FALSE,1,N. sylvatica
526,27.2,68,1911,1014,2023-07-07T10:47:30Z,427,NA,NA,NA,NA,NA,NA,NA,BGS,bg,19.6,NA,NA,NA,NA,NA,0.998880151,0.993374806830069,1.20441513602918e-5,3.56865332395162e-8,1.08680459702175,1.320262,2023,188,14-2,good,2023-07-07,Wetland,0,FALSE,1,N. sylvatica
527,27.4,65,1938,1014,2023-07-07T10:55:30Z,428,NA,NA,NA,NA,NA,NA,NA,BGS,hem,28.8,NA,NA,NA,NA,NA,0.999161754,0.357259798689647,1.0342580223678e-5,2.90471453023397e-8,1.1834564918251,0.0717743223881401,2023,188,15-1,good,2023-07-07,Wetland,0,FALSE,1,T. canadensis
528,27.2,61,1959,1014,2023-07-07T11:17:00Z,424,NA,NA,NA,NA,NA,NA,NA,BGS,rm,17.1,NA,NA,NA,NA,NA,0.997891425513764,0.961777167138966,3.08414993172166e-5,5.18387327333909e-8,1.6960162236816,0.65732101869205,2023,188,21-1,good,2023-07-07,Wetland,0,FALSE,1,A. rubrum
529,27.7,58,1966,1013,2023-07-07T11:31:30Z,423,NA,NA,NA,NA,NA,NA,NA,BGS,hem,21,NA,NA,NA,NA,NA,0.995787266550227,0.504833077348416,6.85862204007189e-6,2.14845303738621e-8,0.377861018192486,0.0777352284857852,2023,188,1-Oct,good,2023-07-07,Wetland,0,FALSE,1,T. canadensis
530,27.7,62,1976,1013,2023-07-07T11:43:30Z,422,NA,NA,NA,NA,NA,NA,NA,BGS,rm,18.8,NA,NA,NA,NA,NA,0.997993991502129,0.181088303077044,4.32121172080093e-5,4.66057193011853e-8,2.61005312060962,0.0593488214799699,2023,188,23-1,good,2023-07-07,Wetland,0,FALSE,1,A. rubrum
531,27.7,62,1976,1013,2023-07-07T11:51:30Z,414,NA,NA,NA,NA,NA,NA,NA,BGS,bg,27.8,NA,NA,NA,NA,NA,0.998782140501517,0.99823134994232,2.03437215733852e-5,6.08267283229032e-8,1.57438344712874,3.9051020000000003,2023,188,32-1,good,2023-07-07,Wetland,0,FALSE,1,N. sylvatica
532,29.3,59,1788,1012,2023-07-07T13:28:30Z,411,NA,NA,NA,NA,NA,NA,NA,BGS,rm,28.7,NA,NA,NA,NA,NA,0.996873892686151,0.656032632269569,3.60029440541781e-5,6.17244931767149e-8,1.73739875888834,0.23035887761571,2023,188,1-Feb,good,2023-07-07,Wetland,0,FALSE,1,A. rubrum
533,29.3,59,1788,1012,2023-07-07T13:35:00Z,412,NA,NA,NA,NA,NA,NA,NA,BGS,bg,19.4,NA,NA,NA,NA,NA,0.999099765,0.990053092206628,1.39487848180411e-5,3.29670470774409e-8,1.40398047997284,0.99371895143826,2023,188,2-Jan,good,2023-07-07,Wetland,0,FALSE,1,N. sylvatica
534,29.4,59,1535,1012,2023-07-07T13:42:30Z,413,NA,NA,NA,NA,NA,NA,NA,BGS,rm,26,NA,NA,NA,NA,NA,0.999854324755932,0.620982375144384,2.46300890095576e-5,4.68679657206562e-8,5.8595439335551,0.17226949626612,2023,188,2-Mar,good,2023-07-07,Wetland,0,FALSE,1,A. rubrum
535,29,56,1716,1012,2023-07-07T14:15:00Z,433,NA,NA,NA,NA,NA,NA,NA,BGS,hem,29.1,NA,NA,NA,NA,NA,0.992530862295616,0.333905705691118,1.44071571705287e-5,3.75961360513224e-8,0.514171556507181,0.08241006436515151,2023,188,1-Jun,good,2023-07-07,Wetland,0,FALSE,1,T. canadensis
536,29,57,1746,1012,2023-07-07T14:25:00Z,434,NA,NA,NA,NA,NA,NA,NA,BGS,bg,25,NA,NA,NA,NA,NA,0.994060518097099,0.917167764720721,5.71805363670531e-5,3.92206602336847e-8,2.23872786021926,0.39496676162751,2023,188,1-Jul,good,2023-07-07,Wetland,0,FALSE,1,N. sylvatica
537,28.8,56,1194,1012,2023-07-07T14:37:30Z,417,NA,NA,NA,NA,NA,NA,NA,BGS,hem,28.1,NA,NA,NA,NA,NA,0.99150816317205,0.032549041,3.56725610674099e-5,8.21214827869035e-8,1.04165748361732,0.0407056529645754,2023,188,1-Sep,good,2023-07-07,Wetland,0,FALSE,1,T. canadensis
538,28.8,56,1194,1012,2023-07-07T14:43:30Z,418,NA,NA,NA,NA,NA,NA,NA,BGS,rm,26.7,NA,NA,NA,NA,NA,0.999005337884608,0.374204209595014,5.06894209805627e-5,7.45028148631699e-8,4.34116974604743,0.15568759814674998,2023,188,1-Aug,good,2023-07-07,Wetland,0,FALSE,1,A. rubrum
539,28.8,56,1194,1012,2023-07-07T14:49:30Z,435,NA,NA,NA,NA,NA,NA,NA,BGS,bg,19,NA,NA,NA,NA,NA,0.984657724402827,0.98138207955903,5.35180857465251e-5,9.57603566534355e-8,1.08379133672433,1.7574649999999998,2023,188,29-1,good,2023-07-07,Wetland,0,FALSE,1,N. sylvatica
540,28.9,55,1533,1012,2023-07-07T14:57:30Z,436,NA,NA,NA,NA,NA,NA,NA,BGS,hem,19.5,NA,NA,NA,NA,NA,0.951170643381369,0.004386389,3.67760762913693e-5,9.65454306933755e-8,0.410299943876508,0.0161989636841287,2023,188,30-1,good,2023-07-07,Wetland,0,FALSE,1,T. canadensis
541,28.9,55,1533,1012,2023-07-07T15:03:00Z,438,NA,NA,NA,NA,NA,NA,NA,BGS,hem,18.8,NA,NA,NA,NA,NA,0.98695651728792,0.0831751,6.4345951587148e-5,1.187499434746e-7,1.30992794501264,-0.0837,2023,188,31-1,good,2023-07-07,Wetland,0,FALSE,1,T. canadensis
542,29,54,1094,1012,2023-07-07T15:15:15Z,419,NA,NA,NA,NA,NA,NA,NA,BGS,rm,20.6,NA,NA,NA,NA,NA,0.984616282445727,0.043623782,5.39992086091211e-5,1.44073359741814e-7,1.01103038068842,0.0720120060767727,2023,188,28-1,good,2023-07-07,Wetland,0,FALSE,1,A. rubrum
543,29,54,1094,1012,2023-07-07T15:20:30Z,420,NA,NA,NA,NA,NA,NA,NA,BGS,rm,25.2,NA,NA,NA,NA,NA,0.99629303988966,0.206165310108814,7.26022201835209e-5,9.4397093587985e-8,3.21645748220831,0.13000040446576,2023,188,27-1,good,2023-07-07,Wetland,0,FALSE,1,A. rubrum
544,26.6,59,1579,1015,2023-07-12T09:35:30Z,380,NA,NA,NA,NA,NA,NA,NA,C2,rm,21.72,NA,NA,NA,NA,NA,0.979500252690957,0.900497046782617,5.44193959539845e-5,9.76144150827068e-8,0.646257069433365,0.50449943603193,2023,193,380-2,good,2023-07-12,Upland,5,FALSE,1,A. rubrum
545,26.8,61,1615,1015,2023-07-12T09:44:00Z,386,NA,NA,NA,NA,NA,NA,NA,C2,ro,42.74,NA,NA,NA,NA,NA,0.996053883308772,0.53470400476909,5.10561055427622e-5,1.1892528272864e-7,1.338607819141,0.21038533890543001,2023,193,386-2,good,2023-07-12,Upland,0,FALSE,1,Q. rubra
546,26.6,62,1677,1015,2023-07-12T09:53:30Z,583,NA,NA,NA,NA,NA,NA,NA,D2,rm,22.11,NA,NA,NA,NA,NA,0.997750684667458,0.03214721,2.56448394211671e-5,7.18523888180494e-8,0.963122824812899,0.0233509228666439,2023,193,583-2,good,2023-07-12,Upland,0,FALSE,1,A. rubrum
547,26.6,62,1677,1015,2023-07-12T10:05:30Z,288,NA,NA,NA,NA,NA,NA,NA,D2,hem,24.94,NA,NA,NA,NA,NA,0.998781254,0.308035696878865,1.99421147931808e-5,5.17011676246997e-8,1.0886079245072,0.0657780028213531,2023,193,288-2,good,2023-07-12,Upland,0,FALSE,1,T. canadensis
548,27,61,1747,1015,2023-07-12T10:18:00Z,351,NA,NA,NA,NA,NA,NA,NA,C1,hem,27.31,NA,NA,NA,NA,NA,0.994888249771231,4.7519487688051e-4,6.34249424612478e-5,1.04037749332562e-7,1.460197627,0.0037435122048108996,2023,193,351-2,good,2023-07-12,Upland,0,FALSE,1,T. canadensis
549,27.3,60,1775,1015,2023-07-12T10:27:00Z,217,NA,NA,NA,NA,NA,NA,NA,C1,hem,35.65,NA,NA,NA,NA,NA,0.997427353092717,0.007362131,2.63892826031762e-5,6.34827199575032e-8,0.990831448145631,0.0104251790221465,2023,193,217-2,good,2023-07-12,Upland,0,FALSE,1,T. canadensis
550,27.3,60,1775,1015,2023-07-12T10:35:30Z,356,NA,NA,NA,NA,NA,NA,NA,C1,ro,39.63,NA,NA,NA,NA,NA,0.997739838,0.001617038,3.8745416122623e-5,9.49082733629588e-8,1.3434093847441,0.006303254834127419,2023,193,356-1,good,2023-07-12,Upland,0,FALSE,1,Q. rubra
551,27.8,56,1824,1015,2023-07-12T10:42:00Z,366,NA,NA,NA,NA,NA,NA,NA,C1,ro,37.11,NA,NA,NA,NA,NA,0.997421015,0.485200624508975,3.00171390501109e-5,8.81252956994105e-8,1.0526402827087,0.15255909471506,2023,193,366-1,good,2023-07-12,Upland,0,FALSE,1,Q. rubra
552,28,54,1861,1015,2023-07-12T10:54:30Z,362,NA,NA,NA,NA,NA,NA,NA,C1,ro,42.68,NA,NA,NA,NA,NA,0.998322363,0.048793949,2.81258311706986e-5,7.89042260563463e-8,1.22637717194067,0.0319431908825365,2023,193,362-1,good,2023-07-12,Upland,0,FALSE,1,Q. rubra
553,28,54,1861,1015,2023-07-12T11:07:00Z,678,NA,NA,NA,NA,NA,NA,NA,E1,hem,18.16,NA,NA,NA,NA,NA,0.99928841044406,0.251010646,2.04551946586821e-5,5.09292845873395e-8,1.4647468846671,0.0563383531715984,2023,193,678-2,good,2023-07-12,Upland,0,FALSE,1,T. canadensis
554,28.2,51,1797,1015,2023-07-12T11:15:00Z,677,NA,NA,NA,NA,NA,NA,NA,E1,hem,31.4,NA,NA,NA,NA,NA,0.993809728,0.077796124,3.31172021960597e-5,8.04157830818748e-8,0.748249143114252,0.0416488150168034,2023,193,677-2,good,2023-07-12,Upland,0,FALSE,1,T. canadensis
555,28.2,52,1858,1015,2023-07-12T11:30:30Z,529,NA,NA,NA,NA,NA,NA,NA,D1,rm,26.17,NA,NA,NA,NA,NA,0.997407966944028,0.162240508378679,3.99431909574492e-5,1.28283447388946e-7,1.49410307082642,0.10764955683225,2023,193,529-2,good,2023-07-12,Upland,0,FALSE,1,A. rubrum
556,28.9,50,1882,1014,2023-07-12T13:06:00Z,318,NA,NA,NA,NA,NA,NA,NA,H1,rm,25.94,NA,NA,NA,NA,NA,0.999635341999439,0.030764389,3.39882139726016e-5,8.27734404452356e-8,3.17323413466611,-0.0263,2023,193,318-2,good,2023-07-12,Upland,0,FALSE,1,A. rubrum
557,29,51,1875,1014,2023-07-12T13:16:00Z,309,NA,NA,NA,NA,NA,NA,NA,H1,ro,39.76,NA,NA,NA,NA,NA,0.944689233,0.055018899,7.93742229067822e-5,1.31018785458524e-7,0.541337792568882,0.0521707610945311,2023,193,309-2,good,2023-07-12,Upland,0,FALSE,1,Q. rubra
558,29,51,1796,1014,2023-07-12T13:25:00Z,302,NA,NA,NA,NA,NA,NA,NA,H1,ro,41.4,NA,NA,NA,NA,NA,0.986093804,0.719821204842675,6.13304301476921e-5,8.07691156584267e-8,0.920930362221511,0.23085317929418,2023,193,302-2,good,2023-07-12,Upland,0,FALSE,1,Q. rubra
559,29,51,1602,1014,2023-07-12T13:37:30Z,933,NA,NA,NA,NA,NA,NA,NA,F1,rm,21.9,NA,NA,NA,NA,NA,0.997415355384712,0.545192279222115,5.17445507738531e-5,1.47551395717941e-7,1.67745719128594,0.2665959050502,2023,193,933-2,good,2023-07-12,Upland,0,FALSE,1,A. rubrum
560,29,51,1602,1014,2023-07-12T13:44:30Z,236,NA,NA,NA,NA,NA,NA,NA,F1,hem,17.21,NA,NA,NA,NA,NA,0.998843502121202,0.315760714178063,3.50232897690876e-5,9.44683274382766e-8,1.69856612917191,0.10590354294578,2023,193,236-2,good,2023-07-12,Upland,0,FALSE,1,T. canadensis
561,28.5,52,1163,1014,2023-07-12T13:53:30Z,175,NA,NA,NA,NA,NA,NA,NA,G1,ro,35.21,NA,NA,NA,NA,NA,0.999028637015285,0.727049979200358,6.8802005329978e-5,6.7119038523963e-8,4.20746918026026,0.20888533315525,2023,193,175-1,good,2023-07-12,Upland,0,FALSE,1,Q. rubra
562,28.5,52,1163,1014,2023-07-12T14:04:30Z,153,NA,NA,NA,NA,NA,NA,NA,G1,rm,19.32,NA,NA,NA,NA,NA,0.999430649619712,0.056808035,5.80059317052204e-5,1.22739820788589e-7,4.01058891898713,0.0497095168323616,2023,193,153-1,good,2023-07-12,Upland,0,FALSE,1,A. rubrum
563,28.6,53,1135,1014,2023-07-12T14:11:30Z,176,NA,NA,NA,NA,NA,NA,NA,G1,rm,24.44,NA,NA,NA,NA,NA,0.989098328877998,0.043844505,1.2871001524277e-4,1.17042705336925e-7,2.02318108419185,0.0413606058737058,2023,193,176-1,good,2023-07-12,Upland,0,FALSE,1,A. rubrum
564,28.6,53,1135,1014,2023-07-12T14:20:00Z,165,NA,NA,NA,NA,NA,NA,NA,G1,rm,17.61,NA,NA,NA,NA,NA,0.978049125749396,1.6190281649654e-4,1.9005267076488e-4,1.05575571999602e-7,2.26216483208664,-0.0024,2023,193,165-1,good,2023-07-12,Upland,0,FALSE,1,A. rubrum
565,27.7,58,840,1014,2023-07-12T14:44:00Z,903,NA,NA,NA,NA,NA,NA,NA,E5,ro,34.78,NA,NA,NA,NA,NA,0.998716282628809,0.26232296627466,4.15941464232936e-5,1.10570238518865e-7,2.06878052071484,0.11757611831219,2023,193,903-2,good,2023-07-12,Upland,0,FALSE,1,Q. rubra
566,27.9,58,857,1014,2023-07-12T14:53:30Z,905,NA,NA,NA,NA,NA,NA,NA,E5,hem,23.93,NA,NA,NA,NA,NA,0.863791772,0.031403453,4.62924881042757e-5,1.34730146869384e-7,0.192381187565515,-0.04,2023,193,905-2,bad,2023-07-12,Upland,0,FALSE,1,T. canadensis
567,27.9,58,857,1014,2023-07-12T15:00:30Z,893,NA,NA,NA,NA,NA,NA,NA,E5,hem,26.45,NA,NA,NA,NA,NA,0.971920937295267,0.010437836,4.68878556055153e-5,1.52538834384235e-7,0.491904031945466,-0.0279,2023,193,893-1,good,2023-07-12,Upland,0,FALSE,1,T. canadensis
568,27.9,58,857,1014,2023-07-12T15:06:30Z,880,NA,NA,NA,NA,NA,NA,NA,E5,ro,39.55,NA,NA,NA,NA,NA,0.980583060857324,0.087693343000000007,6.97476285526834e-5,1.54369855700622e-7,0.817956999012099,0.0789813600709684,2023,193,880-2,good,2023-07-12,Upland,0,FALSE,1,Q. rubra
569,27.8,59,570,1014,2023-07-12T15:14:30Z,876,NA,NA,NA,NA,NA,NA,NA,E5,hem,32.87,NA,NA,NA,NA,NA,0.903373038803011,0.168502214559631,1.0240844835335e-4,1.28774955491652e-7,0.516736817072052,0.0956649579042883,2023,193,876-1,good,2023-07-12,Upland,0,FALSE,1,T. canadensis
570,27.8,59,570,1014,2023-07-12T15:21:30Z,889,NA,NA,NA,NA,NA,NA,NA,E5,hem,29.41,NA,NA,NA,NA,NA,0.985988776806158,0.203429642841585,8.38200895182706e-5,1.52404738988027e-7,1.16036681132672,0.12709917675604,2023,193,889-1,good,2023-07-12,Upland,0,FALSE,1,T. canadensis
571,27.2,66,302,1014,2023-07-12T15:31:00Z,892,NA,NA,NA,NA,NA,NA,NA,E5,rm,20.31,NA,NA,NA,NA,NA,0.962783350349262,0.089374786,6.60810897725956e-5,1.70409598224781e-7,0.553102407707537,0.08785458450273291,2023,193,892-1,good,2023-07-12,Upland,0,FALSE,1,A. rubrum
572,26.1,72,221,1014,2023-07-12T15:39:30Z,895,NA,NA,NA,NA,NA,NA,NA,E5,rm,24.02,NA,NA,NA,NA,NA,0.995055643472179,5.70290803106686e-5,5.40189422033868e-5,1.18328179694121e-7,1.26463176943504,-0.00147,2023,193,895-1,good,2023-07-12,Upland,0,FALSE,1,A. rubrum
573,21.1,100,334,1016,2023-07-14T09:48:00Z,411,NA,NA,NA,NA,NA,NA,NA,BGS,rm,28.7,NA,NA,NA,NA,NA,0.849239796752052,0.202157686948296,3.7492508739309e-5,1.11651581743858e-7,0.146847153091366,0.0927471761407435,2023,195,2-Feb,bad,2023-07-14,Wetland,2,FALSE,1,A. rubrum
574,20.8,100,209,1016,2023-07-14T10:02:00Z,434,NA,NA,NA,NA,NA,NA,NA,BGS,bg,25,NA,NA,NA,NA,NA,0.991431668679069,0.894261869196132,1.2091573129528e-4,1.34401089572619e-7,2.31932666188796,0.6969717531981,2023,195,2-Jul,good,2023-07-14,Wetland,0,FALSE,1,N. sylvatica
575,24.4,75,1419,1015,2023-07-17T09:28:30Z,411,NA,NA,NA,NA,NA,NA,NA,BGS,rm,28.7,NA,NA,NA,NA,NA,0.980159687865631,0.522900555860228,2.53506788434596e-5,8.49065437690163e-8,0.317731013044274,0.15850468557732,2023,198,3-Feb,good,2023-07-17,Wetland,3,FALSE,1,A. rubrum
576,24.4,75,1419,1015,2023-07-17T09:36:30Z,412,NA,NA,NA,NA,NA,NA,NA,BGS,bg,19.4,NA,NA,NA,NA,NA,0.996642789,0.985151509672761,5.22369921549753e-5,1.15647866806938e-7,1.48527824294739,1.5545229999999999,2023,198,3-Jan,good,2023-07-17,Wetland,0,FALSE,1,N. sylvatica
577,25.2,66,1543,1015,2023-07-17T10:06:30Z,432,NA,NA,NA,NA,NA,NA,NA,BGS,hem,31,NA,NA,NA,NA,NA,0.996924636364319,0.75704593577073,2.65751901657129e-5,1.34783417345251e-7,0.969759164782233,0.48221429439314,2023,198,1-May,good,2023-07-17,Wetland,0,FALSE,1,T. canadensis
578,25.9,59,1611,1015,2023-07-17T10:30:30Z,434,NA,NA,NA,NA,NA,NA,NA,BGS,bg,25,NA,NA,NA,NA,NA,0.998431306180281,0.974482669800553,5.3015899065013e-5,8.73494163671307e-8,2.20721862019582,0.89079684262771,2023,198,3-Jul,good,2023-07-17,Wetland,0,FALSE,1,N. sylvatica
579,26,58,1588,1015,2023-07-17T10:37:30Z,417,NA,NA,NA,NA,NA,NA,NA,BGS,hem,28.1,NA,NA,NA,NA,NA,0.992112554376807,0.142966372681302,2.82414875934706e-5,8.76587394523354e-8,0.564801313947111,0.0638423823536613,2023,198,2-Sep,good,2023-07-17,Wetland,0,FALSE,1,T. canadensis
580,26,58,1588,1015,2023-07-17T10:44:30Z,418,NA,NA,NA,NA,NA,NA,NA,BGS,rm,26.7,NA,NA,NA,NA,NA,0.955654002012462,0.407909990460764,3.6815118773701e-4,1.02502512288434e-7,2.82032105172185,0.14040159210193,2023,198,2-Aug,good,2023-07-17,Wetland,0,FALSE,1,A. rubrum
